term_id	cluster	term_name	intersection
634	GO:0000323	4	lytic vacuole	ACP5,ACTR10,ADA,ANKFY1,ANXA2,AP1S2,AP2S1,ARL8A,ARL8B,ASAH1,ATP6AP2,ATP6V0A2,ATP6V0B,ATP6V0D1,ATP6V0E1,ATP6V1B2,ATP6V1C1,ATP6V1D,ATP6V1G1,ATP6V1H,B4GALT1,BLOC1S1,BLOC1S2,BRI3,BST2,C3AR1,C9orf72,CALR,CAPN2,CAT,CD164,CD63,CD68,CD74,CHMP3,CHMP5,CKAP4,CMTM6,CREG1,CTBS,CTSB,CTSC,CTSD,CTSL,CTSS,CXCR4,DRAM1,DTX3L,DYNC1LI2,EEF1A1,FABP5,FLOT1,FNBP1,FTH1,FTL,FUCA1,GCA,GIMAP5,GLIPR1,GNAI3,GNB2,GNB4,GNLY,GPR137B,GRN,GZMB,HEBP2,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-F,HPS6,HPSE,HSP90AA1,HSP90AB1,HSPA8,IFITM1,IFITM2,IFITM3,IFNAR1,IL1B,IL4I1,LAMP1,LAMP2,LAMP3,LAMTOR1,LAMTOR4,LAPTM4A,LAPTM5,LGMN,LIPA,LITAF,LNPEP,LYN,LYZ,MAGT1,MAP1LC3A,MAPK1,MCOLN1,MFSD1,MNDA,NAAA,NCF1,NHLRC3,NPC2,P2RX4,PA2G4,PLAC8,PLD3,PRF1,RAB7A,RAB9A,RAP1B,RB1CC1,RDH14,RHEB,RNASET2,RNF13,RRAGC,SCARB2,SDCBP,SERPINB1,SLC11A2,SLC17A5,SLC3A2,SLC44A2,SNAP23,SNAP29,SNX1,SNX16,SNX2,SNX6,SOD1,SPNS1,SPPL2A,SQSTM1,SRGN,STOM,STX3,STX7,TLR7,TMBIM1,TMEM30A,TMEM63A,TMEM9B,TNFAIP3,TUBB,UNC93B1,UVRAG,VAMP8,VPS26A,WDR41
635	GO:0098852	4	lytic vacuole membrane	ANKFY1,ANXA2,AP1S2,AP2S1,ARL8A,ARL8B,ATP6V0A2,ATP6V0B,ATP6V0D1,ATP6V0E1,ATP6V1B2,ATP6V1C1,ATP6V1D,ATP6V1G1,ATP6V1H,B4GALT1,BLOC1S1,BLOC1S2,BRI3,BST2,C3AR1,CD164,CD63,CD68,CD74,CHMP3,CHMP5,CKAP4,CMTM6,CTSD,DTX3L,EEF1A1,FLOT1,GIMAP5,GLIPR1,GNAI3,GNB2,GPR137B,GRN,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-F,HPS6,HPSE,HSP90AB1,HSPA8,IFITM1,IFITM2,IFITM3,LAMP1,LAMP2,LAMP3,LAMTOR1,LAMTOR4,LAPTM4A,LAPTM5,LITAF,LNPEP,MAGT1,MCOLN1,P2RX4,PLD3,RAB7A,RAP1B,RDH14,RHEB,RNF13,SCARB2,SLC11A2,SLC17A5,SLC3A2,SLC44A2,SNAP29,SPNS1,SPPL2A,STOM,STX7,TMBIM1,TMEM30A,TMEM63A,TMEM9B,VAMP8,WDR41
636	GO:0016020	4	membrane	ABHD12,ABHD2,ABHD3,ABTB1,ACAA1,ACADVL,ACP1,ACTB,ACTG1,ACTN1,ACTR3,ADA,ADAR,ADCY7,ADK,ADPRM,ADTRP,AIDA,AIF1,AKAP13,AKR1A1,ALDOA,ALG8,ALOX5AP,ANKFY1,ANTXR2,ANXA1,ANXA2,ANXA5,ANXA7,AP1S2,AP2S1,AP3S1,AP5Z1,APH1B,APLP2,APMAP,APOL1,APOL2,APOL3,APOL6,APPL1,AQP3,ARF1,ARHGAP15,ARHGAP25,ARHGAP27,ARHGDIB,ARHGEF1,ARL3,ARL6IP1,ARL6IP5,ARL6IP6,ARL8A,ARL8B,ARMCX3,ARPC2,ARPC3,ARRB2,ARRDC2,ASAH1,ASCC3,ATAT1,ATG12,ATP13A1,ATP1A1,ATP1B3,ATP2B1,ATP5G1,ATP6V0A2,ATP6V0B,ATP6V0D1,ATP6V0E1,ATP6V1B2,ATP6V1C1,ATP6V1D,ATP6V1F,ATP6V1G1,ATP6V1H,AUP1,AURKAIP1,B2M,B3GNT2,B4GALT1,BAD,BAG1,BAK1,BBS7,BCL2L13,BCL2L14,BID,BIN1,BIN2,BIRC2,BIRC3,BLOC1S1,BLOC1S2,BLZF1,BMPR2,BNIP3L,BRI3,BSG,BST2,BTN3A1,C14orf2,C15orf48,C17orf62,C1GALT1,C1GALT1C1,C1orf162,C1QBP,C3AR1,C4orf3,C5orf15,C6orf1,C9orf72,C9orf89,CA2,CALCOCO2,CALR,CAPN2,CAPZA2,CAPZB,CASP1,CASP10,CASP3,CASP4,CASP8,CAST,CCDC107,CCDC124,CCND3,CCR7,CCRL2,CD14,CD164,CD2,CD27,CD2AP,CD37,CD38,CD3E,CD4,CD40,CD44,CD47,CD48,CD52,CD53,CD55,CD63,CD68,CD69,CD74,CD82,CD9,CDC42EP3,CDHR3,CDS2,CERK,CFL1,CFLAR,CHMP3,CHMP5,CHRNB1,CHST12,CIB1,CISD1,CKAP4,CKLF,CLDND1,CLEC2B,CLEC2D,CLIC1,CLN8,CLPTM1,CLTB,CMTM6,CMTM8,CNIH4,CNN2,CNP,CNPPD1,CNTRL,COA6,COMMD7,COMT,COPZ1,CORO1A,CORO1B,COTL1,COX14,COX4I1,COX5A,COX6A1,COX7A2,COX7A2L,COX8A,CREB3,CRK,CRLF3,CRTAM,CSDE1,CST3,CTNNBL1,CTSA,CTSB,CTSC,CTSD,CTSL,CUL1,CXCL10,CXCR3,CXCR4,CYB5B,CYB5R4,CYBA,CYC1,CYCS,CYLD,CYP2J2,CYSTM1,CYTH1,DAD1,DAP3,DAPP1,DCBLD1,DCP1A,DCXR,DDX1,DDX17,DDX18,DDX21,DDX39A,DDX3X,DDX46,DDX5,DDX52,DDX58,DERL1,DFFA,DHRS7,DHX9,DLGAP4,DNAJA1,DNAJB4,DNAJB6,DNAJC1,DNAJC15,DNAJC30,DNAJC4,DOCK8,DTNBP1,DTX3L,DYNC1LI2,DYNLL1,DYNLRB1,ECH1,ECHDC1,EDEM1,EEF1A1,EEF1G,EEF2,EFR3A,EHD1,EHD4,EI24,EIF2AK2,EIF3A,EIF3D,EIF3F,EIF3K,EIF3L,EIF4A1,EIF4G2,EIF5A,ELMO2,EMC2,EMC3,EMP3,ENDOD1,ENO1,ERAP2,ERP29,ERP44,ETNK1,ETS2,EVL,EWSR1,EXOC1,EXOC6,EZR,FABP5,FAM49B,FAM76B,FAM8A1,FAR2,FAS,FCER1G,FCGRT,FERMT3,FKBP11,FKBP15,FKBP5,FLNA,FLOT1,FMR1,FNBP1,FOS,FTH1,FTL,FUNDC1,FXYD5,FXYD7,FYN,GAPDH,GBP1,GBP2,GBP3,GBP4,GBP5,GBP7,GCA,GCH1,GCHFR,GCNT2,GGA1,GGA2,GIMAP1,GIMAP2,GIMAP5,GLIPR1,GLIPR2,GLUL,GMIP,GNAI3,GNB2,GNG5,GNG5P2,GOLGA4,GPAA1,GPBP1,GPR108,GPR137B,GPR155,GPR171,GPR180,GPR183,GRB2,GRINA,GRK6,GRN,GSDMD,GSTK1,GTPBP1,GZMB,HAX1,HCLS1,HCST,HELB,HELZ2,HERPUD1,HERPUD2,HINT1,HIST1H2BJ,HK1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HM13,HMGB1,HNRNPA1,HNRNPA2B1,HNRNPF,HNRNPK,HNRNPLL,HNRNPM,HPS6,HPSE,HRAS,HSD17B10,HSP90AA1,HSP90AB1,HSPA1A,HSPA5,HSPA8,HSPB1,HSPD1,HSPE1,ICAM2,IER3,IFI16,IFI27,IFI35,IFI6,IFIT5,IFITM1,IFITM2,IFITM3,IFNGR1,IGSF6,IKBKE,IL10RA,IL15RA,IL16,IL1RN,IL21R,IL2RG,IL4I1,IL7R,ILF2,ILF3,ILK,INSIG1,IPCEF1,IPO7,IQGAP2,IRF7,ITGA4,ITGAE,ITGB1,ITGB2,ITGB7,ITM2A,ITM2B,ITM2C,JAGN1,JAK1,JAK2,JTB,KCNA3,KCNAB2,KCNN4,KCTD20,KDELR2,KHDRBS1,KIAA0040,KIAA1109,KPNB1,KRT10,LAG3,LAMP1,LAMP2,LAMP3,LAMTOR1,LAMTOR4,LAPTM4A,LAPTM5,LCK,LCP2,LDHA,LEPROTL1,LGALS3,LGALS3BP,LGALS8,LIMS1,LITAF,LMNB1,LNPEP,LPAR6,LPIN2,LRP10,LRRFIP1,LSP1,LSR,LUZP1,LY6E,MAD2L1BP,MAEA,MAGT1,MAP1LC3A,MAP1LC3B,MAP2K3,MAP3K13,MAPK1,MAPRE1,MARCKSL1,MASTL,MBOAT7,MCL1,MCOLN1,MDH2,MED28,MED6,MGAT1,MGST3,MIA3,MICB,MICU1,MLKL,MLXIP,MR1,MRP63,MRPL13,MRPL14,MRPL17,MRPL18,MRPL19,MRPL20,MRPL23,MRPL24,MRPL3,MRPL32,MRPL40,MRPL41,MRPL44,MRPL51,MRPL52,MRPL54,MRPL55,MRPS12,MRPS14,MRPS18C,MRPS2,MRPS33,MRPS7,MS4A7,MSN,MTCH1,MTFP1,MTHFD1L,MTMR6,MVP,MX1,MX2,MYC,MYCBP2,MYD88,MYO1F,MYO1G,NAAA,NAGPA,NAPA,NCK1,NCKAP1L,NCL,NCLN,NDFIP1,NDUFA12,NDUFA13,NDUFA2,NDUFA4,NDUFA6,NDUFA8,NDUFA9,NDUFAB1,NDUFAF6,NDUFB1,NDUFB10,NDUFB2,NDUFB4,NDUFB6,NDUFB9,NDUFC2,NDUFS5,NDUFS6,NDUFS8,NDUFV2,NECAP2,NEXN,NFE2L2,NFKBIA,NINJ1,NISCH,NMD3,NME1,NMI,NOP56,NOP58,NPM1,NRAS,NRBF2,NRBP1,NTPCR,NUCB1,NUMB,NUP50,NUP62,NUTF2,OAS1,OAS2,OAS3,OASL,OGFR,OPTN,OSBPL9,OSGEP,OSTC,P2RX4,PA2G4,PABPC1,PAFAH1B1,PANK2,PAQR8,PARK7,PARP14,PARP4,PARP9,PBXIP1,PCBP1,PCBP2,PCMTD1,PDCD10,PDCD6,PDE4B,PDIA3,PDIA6,PEF1,PFN1,PGAP1,PGK1,PHACTR2,PHB,PHB2,PHF11,PHPT1,PI4K2B,PIGP,PIK3IP1,PIM1,PINK1,PKN2,PLAUR,PLD3,PLEK,PLEK2,PLEKHF2,PLEKHO1,PLGRKT,PLIN2,PLP2,PLSCR1,PMAIP1,PMEPA1,PML,PNISR,PNPLA2,PNPLA6,PNPT1,POM121C,POMP,POR,PPIF,PPM1G,PPP1CA,PPP1R15A,PPP2R5C,PRAF2,PRF1,PRKD2,PRKD3,PRPF40A,PSENEN,PSMC5,PSME2,PSMF1,PSTPIP1,PTGER4,PTP4A1,PTP4A2,PTPRA,PTPRC,PTPRE,PXK,PYURF,QSOX1,RAB10,RAB11A,RAB11FIP1,RAB18,RAB1A,RAB33A,RAB34,RAB35,RAB3GAP1,RAB4A,RAB5A,RAB7A,RAB8A,RAB8B,RAB9A,RABAC1,RABGAP1L,RABGGTA,RABIF,RACGAP1,RALA,RALB,RAN,RAP1B,RASAL3,RASGEF1B,RASGRP3,RB1CC1,RBMX,RDH14,RDX,RGS1,RGS10,RGS14,RGS2,RHBDD2,RHBDF2,RHEB,RHOC,RHOF,RHOG,RIF1,RILPL2,RIPK1,RNF114,RNF13,RNF130,RNF19A,RNF213,RNF24,RPL10,RPL10A,RPL13,RPL13A,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL23,RPL24,RPL26,RPL27,RPL27A,RPL28,RPL29,RPL30,RPL31,RPL32,RPL35,RPL35A,RPL36,RPL36AL,RPL4,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP2,RPN2,RPS10,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS18,RPS2,RPS23,RPS24,RPS26,RPS27A,RPS3,RPS4X,RPS5,RPS6,RPS7,RPS8,RPSA,RRBP1,RSAD2,RSL1D1,RTCB,RTN4,RTP4,S100A10,S100A6,S100A8,S100A9,S1PR4,SAMHD1,SAR1A,SAYSD1,SCARB2,SCLT1,SCO1,SCO2,SDCBP,SDF2L1,SDHA,SEC11C,SEC31A,SEC61A1,SEC61B,SEC62,SEC63,SELL,SEPT6,SERP1,SERPINB1,SERPINB9,SFT2D1,SGK1,SGTB,SH3BP5,SH3GLB1,SH3KBP1,SHISA5,SIPA1L1,SIT1,SKAP2,SLC11A2,SLC16A3,SLC17A5,SLC18B1,SLC1A5,SLC25A1,SLC25A11,SLC25A24,SLC25A28,SLC25A3,SLC25A33,SLC25A39,SLC25A5,SLC25A6,SLC2A3,SLC31A1,SLC31A2,SLC37A1,SLC38A5,SLC38A6,SLC3A2,SLC44A1,SLC44A2,SLC6A6,SMAP1,SMDT1,SMIM14,SNAP23,SNAP29,SNF8,SNN,SNRNP40,SNX1,SNX10,SNX16,SNX2,SNX20,SNX3,SNX6,SOCS1,SOCS3,SOD1,SORL1,SPCS1,SPG20,SPG21,SPN,SPNS1,SPPL2A,SPTLC2,SRI,SRP9,SRPRB,SSR2,SSR3,SSR4,ST3GAL1,ST3GAL5,ST8SIA4,STAT2,STAT3,STK17A,STK17B,STK24,STK38L,STMN1,STOM,STX11,STX12,STX17,STX18,STX3,STX6,STX7,STXBP3,SUN2,SYNE2,SYNJ2BP,TAB2,TAP1,TAPBP,TAX1BP3,TBC1D10A,TECR,TESPA1,TEX264,TGFBR2,TGM1,TGOLN2,TICAM1,TIMM13,TIMMDC1,TKT,TM2D2,TMBIM1,TMBIM6,TMED3,TMED4,TMED9,TMEM106A,TMEM109,TMEM123,TMEM126B,TMEM134,TMEM140,TMEM147,TMEM14B,TMEM14C,TMEM167A,TMEM187,TMEM19,TMEM205,TMEM208,TMEM219,TMEM229B,TMEM230,TMEM251,TMEM30A,TMEM45B,TMEM50A,TMEM59,TMEM60,TMEM63A,TMEM70,TMEM71,TMEM87A,TMEM9B,TMX1,TMX2,TNFRSF14,TNFRSF1A,TNFSF10,TNFSF13B,TNFSF8,TNK2,TNKS2,TOM1,TOMM22,TOMM40,TOMM7,TOR1B,TPM4,TPRA1,TPST2,TRADD,TRAF3,TRAM1,TRAT1,TRIM14,TRIP6,TRPC4AP,TRPV2,TSPO,TUBB,TUFM,TYK2,TYROBP,UAP1,UBAC1,UBB,UBC,UBE2B,UBE2D3,UBE2J2,UBL3,UBQLN2,UCP2,UNC93B1,UQCRB,UQCRC1,UQCRFS1,UQCRH,UTP18,UTRN,UVRAG,VAMP2,VAMP5,VAMP8,VASP,VAV1,VDAC1,VDAC2,VIM,VKORC1,VOPP1,VPS26A,VPS29,WAS,WASF2,WASL,WBP1L,WDR41,WTAP,XBP1,XPO1,XRCC5,XRCC6,XRN1,XRN2,YBX1,YIF1A,YME1L1,YWHAB,YWHAQ,ZDHHC16,ZNFX1
637	GO:0023026	4	MHC class II protein complex binding	B2M,CD4,CD74,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HSP90AA1,HSP90AB1,HSPA8,PKM
638	GO:0023023	4	MHC protein complex binding	B2M,CD4,CD74,FAM49B,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HSP90AA1,HSP90AB1,HSPA8
639	GO:0060089	4	molecular transducer activity	ANTXR2,ANXA2R,BMPR2,C3AR1,CCR7,CCRL2,CD4,CD40,CD47,CD48,CD69,CD74,CHRNB1,CLEC2D,DERL1,FAS,FCER1G,HLA-DPA1,HLA-DRA,HLA-DRB1,IGSF6,IL10RA,IL15RA,IL2RG,IL7R,ITGA4,ITGB2,ITGB7,LAG3,LPAR6,MR1,OGFR,P2RX4,PAQR8,PTGER4,PTPRA,PTPRC,PTPRE,RRBP1,SCARB2,SPN,STAT3,TMEM123,TMEM63A,TNFRSF14,TNFRSF1A,TPRA1,TRAM1,TRIM5,TSPO
640	GO:0052126	4	movement in host environment	ARL8B,BSG,CD4,CD55,CD74,CD86,CHMP3,CHMP5,CTSB,CTSL,CXCR4,DYNLT1,HLA-DRB1,HSPA1A,HSPA1B,IFITM1,IFITM2,IFITM3,IL8,ITGB1,ITGB7,LAMP1,LGALS1,LGALS9,LY6E,PHB,PLSCR1,RAB7A,RPSA,SCARB2,SIVA1,SLC1A5,SLC3A2,SNX3,TNFRSF14,TRIM14,TRIM21,TRIM22,TRIM25,TRIM26,TRIM38,TRIM5,TRIM8,UVRAG,VAMP8
641	REAC:R-HSA-6798695	4	Neutrophil degranulation	A1BG,ACAA1,ACTR10,ALDOA,ANXA2,ARL8A,ARMC8,ARPC5,ASAH1,ATP6AP2,ATP6V1D,B2M,B4GALT1,BIN2,BRI3,BST2,C3AR1,CAT,CD14,CD44,CD47,CD53,CD55,CD63,CD68,CKAP4,CMTM6,CNN2,COMMD3,COTL1,CREG1,CST3,CSTB,CTSB,CTSC,CTSD,CTSS,CYBA,CYSTM1,DDX3X,DYNLL1,DYNLT1,EEF1A1,EEF2,ERP44,FABP5,FCER1G,FGL2,FTH1,FTL,FUCA1,GCA,GLIPR1,GMFG,GRN,GSDMD,HBB,HEBP2,HLA-B,HLA-C,HMGB1,HPSE,HSP90AA1,HSP90AB1,HSPA1A,HSPA8,ILF2,IQGAP2,ITGB2,KCNAB2,KPNB1,LAMP1,LAMP2,LAMTOR1,LGALS3,LTA4H,LYZ,MAGT1,MAPK1,MNDA,MVP,NCKAP1L,NHLRC3,NPC2,NRAS,PA2G4,PKM,PLAC8,PLAUR,PNP,PRDX4,PSMA5,PSMD14,PTPRC,QSOX1,RAB10,RAB18,RAB31,RAB7A,RAP1B,RHOG,RNASET2,S100A11,S100A8,S100A9,SDCBP,SELL,SERPINB1,SLC2A3,SLC44A2,SNAP23,SNAP29,SRP14,STOM,TBC1D10C,TMBIM1,TMEM30A,TMEM63A,TNFRSF1B,TUBB,TYROBP,VAMP8,XRCC5,XRCC6,YPEL5
642	GO:0031090	4	organelle membrane	ABHD12,ACADVL,ALOX5AP,ANKFY1,ANTXR2,ANXA1,ANXA2,AP1S2,AP2S1,AP3S1,APH1B,APLP2,APOL2,APPL1,ARF1,ARL3,ARL6IP1,ARL6IP5,ARL6IP6,ARL8A,ARL8B,ARMCX3,ATG12,ATP13A1,ATP1A1,ATP2B1,ATP5G1,ATP6V0A2,ATP6V0B,ATP6V0D1,ATP6V0E1,ATP6V1B2,ATP6V1C1,ATP6V1D,ATP6V1F,ATP6V1G1,ATP6V1H,AUP1,AURKAIP1,B2M,B3GNT2,B4GALT1,BAD,BAK1,BBS7,BCL2L13,BID,BIN1,BLOC1S1,BLOC1S2,BLZF1,BNIP3L,BRI3,BSG,BST2,C15orf48,C17orf62,C1GALT1,C1GALT1C1,C3AR1,C4orf3,C9orf72,C9orf89,CALCOCO2,CALR,CASP4,CASP8,CD14,CD164,CD38,CD4,CD44,CD47,CD53,CD55,CD63,CD68,CD74,CD9,CDS2,CHMP3,CHMP5,CHST12,CKAP4,CLIC1,CLN8,CLTB,CMTM6,CNIH4,CNP,CORO1A,COX14,COX4I1,COX5A,COX6A1,COX7A2L,COX8A,CREB3,CTSC,CTSD,CYB5R4,CYBA,CYC1,CYSTM1,CYTH1,DAP3,DERL1,DHRS7,DNAJA1,DNAJC1,DNAJC15,DNAJC30,DTNBP1,DTX3L,DYNLL1,EDEM1,EEF1A1,EHD1,EHD4,EI24,EIF5A,EMC2,EMC3,ENO1,ERAP2,ERP44,FABP5,FAM8A1,FCER1G,FCGRT,FLOT1,GAPDH,GBP1,GBP2,GBP3,GBP4,GBP5,GCH1,GCNT2,GGA1,GGA2,GIMAP1,GIMAP5,GLIPR1,GLIPR2,GNAI3,GNB2,GOLGA4,GPAA1,GPR108,GPR137B,GRB2,GRN,HAX1,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-F,HM13,HPS6,HPSE,HRAS,HSP90AB1,HSPA8,HSPD1,IFI27,IFI6,IFITM1,IFITM2,IFITM3,IKBKE,IL15RA,IL7R,INSIG1,IQGAP2,IRF7,ITGB1,ITGB2,ITM2B,KCNAB2,KDELR2,KPNB1,LAMP1,LAMP2,LAMP3,LAMTOR1,LAMTOR4,LAPTM4A,LAPTM5,LGALS3,LITAF,LMNB1,LNPEP,LPIN2,MAGT1,MAP1LC3A,MAP1LC3B,MBOAT7,MCL1,MCOLN1,MGAT1,MGST3,MIA3,MICU1,MLXIP,MR1,MRP63,MRPL17,MRPL18,MRPL19,MRPL20,MRPL32,MRPL40,MRPL41,MRPL44,MRPL51,MRPL52,MRPL54,MRPL55,MRPS12,MRPS14,MRPS18C,MRPS2,MTCH1,MTFP1,MX1,MYD88,NAGPA,NCK1,NCKAP1L,NCLN,NDFIP1,NDUFA12,NDUFA13,NDUFA2,NDUFA4,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB6,NDUFB9,NDUFS5,NDUFS6,NDUFS8,NECAP2,NRAS,NUMB,NUP50,NUP62,NUTF2,OPTN,OSBPL9,OSTC,P2RX4,PAFAH1B1,PDCD10,PDCD6,PDIA3,PDIA6,PEF1,PGAP1,PHACTR2,PHB,PHB2,PHF11,PIGP,PINK1,PLAUR,PLD3,PLEKHF2,PLP2,PMAIP1,PMEPA1,PML,PNPLA2,PNPLA6,PNPT1,POM121C,POR,PPIF,PPP1R15A,PRAF2,PSENEN,PTPRC,QSOX1,RAB10,RAB11A,RAB11FIP1,RAB18,RAB1A,RAB34,RAB35,RAB3GAP1,RAB4A,RAB5A,RAB7A,RAB8A,RAB8B,RAB9A,RALA,RAP1B,RB1CC1,RDH14,RHBDD2,RHBDF2,RHEB,RHOC,RHOG,RIF1,RIPK1,RNF13,RNF24,RPN2,RPS26,RPS27A,RPS3,RRBP1,RSAD2,RTCB,RTN4,SAR1A,SAYSD1,SCARB2,SCO2,SDCBP,SDHA,SEC31A,SEC61A1,SEC62,SEC63,SELL,SERP1,SGK1,SH3BP5,SH3GLB1,SH3KBP1,SHISA5,SLC11A2,SLC16A3,SLC17A5,SLC25A11,SLC25A24,SLC25A28,SLC25A3,SLC25A33,SLC25A39,SLC25A5,SLC25A6,SLC2A3,SLC37A1,SLC3A2,SLC44A1,SLC44A2,SMDT1,SMIM14,SNAP23,SNAP29,SNF8,SNN,SNX1,SNX10,SNX16,SNX2,SNX20,SNX3,SNX6,SORL1,SPCS1,SPG20,SPG21,SPNS1,SPPL2A,SPTLC2,SRI,SRP9,SSR2,SSR3,SSR4,ST3GAL1,ST3GAL5,ST8SIA4,STK24,STOM,STX12,STX17,STX18,STX3,STX6,STX7,SUN2,SYNJ2BP,TAB2,TAP1,TAPBP,TEX264,TGOLN2,TICAM1,TIMM13,TIMMDC1,TKT,TMBIM1,TMBIM6,TMED3,TMED4,TMED9,TMEM126B,TMEM147,TMEM14B,TMEM14C,TMEM167A,TMEM208,TMEM30A,TMEM63A,TMEM70,TMEM9B,TMX1,TMX2,TNFRSF1A,TNK2,TNKS2,TOMM22,TOMM40,TOMM7,TOR1B,TPST2,TRAM1,TRIM14,TSPO,TYROBP,UBB,UBC,UBE2D3,UBE2J2,UNC93B1,UQCRB,UQCRC1,UQCRFS1,UQCRH,UTP18,UVRAG,VAMP5,VAMP8,VDAC2,VKORC1,VOPP1,VPS26A,VPS29,WAS,WASL,WDR41,WTAP,XPO1,YIF1A,YME1L1,YWHAB,ZDHHC16,ZNFX1
643	CORUM:725	4	P2X7 receptor signalling complex	ACTB,HSP90AB1,HSPA1A,HSPA8
644	KEGG:05130	4	Pathogenic Escherichia coli infection	ABI1,ACTB,ACTG1,ACTR3,ARF1,ARPC1B,ARPC3,ARPC5,BAK1,CASP1,CASP3,CASP4,CASP7,CASP8,CYTH1,EZR,FAS,FOS,GAPDH,IL1B,IL8,ITGB1,MAPK1,MAPK13,MYD88,MYO1F,MYO1G,NCK1,NCKAP1L,NFKBIA,RAB1A,RELA,RIPK1,RPS3,TAB2,TMBIM6,TNFRSF1A,TNFSF10,TRADD,TUBA1A,TUBB,TUBB2A,WASF2,WIPF1
645	GO:0045335	4	phagocytic vesicle	ACTG1,APPL1,ATG12,ATP6V0A2,ATP6V0B,ATP6V0D1,ATP6V0E1,B2M,CALR,CORO1A,CTSS,CYBA,GNLY,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,LAMP1,LAMP2,MCOLN1,PDIA3,RAB10,RAB11A,RAB11FIP1,RAB34,RAB5A,RAB7A,RAB8A,RAB8B,RAB9A,SNAP23,SNX3,STX12,STX6,STXBP3,TAP1,TAPBP,TRIM14,UNC93B1,UVRAG,VAMP8,VIM,WAS
646	GO:0030670	4	phagocytic vesicle membrane	ATG12,ATP6V0A2,ATP6V0B,ATP6V0D1,ATP6V0E1,B2M,CALR,CORO1A,CYBA,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,LAMP1,LAMP2,MCOLN1,RAB10,RAB11FIP1,RAB34,RAB5A,RAB7A,RAB8A,RAB8B,RAB9A,SNAP23,TAP1,TAPBP,VAMP8
